Feature,Cternatea_20692_DDA_pos_5142025_038,Cternatea_20692_DDA_pos_5142025_039,Cternatea_20692_DDA_pos_5142025_040,Cternatea_9336_DDA_pos_5142025_041,Cternatea_9336_DDA_pos_5142025_042,Cternatea_9336_DDA_pos_5142025_043,Cternatea_QC_DDA_pos_5142025_035,Cternatea_QC_DDA_pos_5142025_036,Cternatea_QC_DDA_pos_5142025_037,Extraction_blank_DDA_pos_5142025_032,Instrument_blank_DDA_pos_5142025_031,Instrument_blank_DDA_pos_5142025_045
445.12180@5.103,2205,2250,2223,1571,1707,1483,2466,1504,1873,4490,136,0
445.14450@3.453,21509,21099,19652,25910,24293,23888,25181,22972,22772,0,0,0
446.14130@3.862,14215,17342,14405,9129,8881,8560,11956,13349,12051,0,0,0
446.23740@4.735,15323,14667,14505,22399,21947,21148,20009,18696,19046,0,0,0
446.36420@7.599,5575,5603,5871,5806,5736,5670,5662,6048,5655,5897,0,0
447.19830@8.651,20369,22676,42065,33339,34405,37899,40425,31398,33655,61050,45528,37360
447.22080@5.078,16213,14950,14325,26631,24254,25475,21224,20474,21040,0,0,0
447.38260@11.720,4980,5350,5197,2717,2532,3118,5086,4847,4015,0,0,0
448.15930@3.552,36081,36283,36098,35516,33980,33051,42277,39566,39961,0,0,0
448.16550@0.629,44833,49790,50983,36549,42037,39896,44665,44480,50312,0,0,0
448.19300@3.500,34361,34248,32733,40132,39368,38544,41930,38841,38897,0,0,0
448.23440@10.260,19063,20303,18470,29345,26971,27897,22654,23106,22113,0,0,0
449.10650@4.842,177388,178561,174126,411562,410769,363723,295907,323337,275444,0,0,0
449.10660@4.149,102623,100656,102438,70699,72806,69111,93317,90242,88710,0,0,0
449.10680@4.332,567098,576354,560520,676779,680840,664342,663719,652230,629961,0,0,0
449.10690@4.553,613560,635694,616262,886391,883100,872424,824771,778804,759112,0,0,0
449.12810@3.062,10921,10215,11273,3933,3822,4270,9177,8462,8566,0,0,0
449.15470@12.232,146,188,167,167,172,0,315,214,160,26583,19453,310
449.15480@8.240,23004,23228,24515,20781,20251,21279,23071,22934,22583,38307,93527,12429
449.32470@10.964,19460,18462,18337,31539,31291,29591,23682,23935,24369,0,0,0
449.36330@4.559,987,961,1282,2936,2387,2167,1433,1630,1703,0,0,0
449.76650@10.890,14222,12105,13696,17050,16921,15714,14444,12380,14531,0,0,0
450.11010@4.689,24099,24724,23999,37777,36994,34699,32374,31378,31406,0,0,0
450.13870@2.731,16490,15446,17519,13135,13251,13351,16468,16071,17772,0,0,0
450.17050@3.468,28796,28059,25683,19693,19528,19152,26580,26327,26487,0,0,0
450.28370@8.225,111291,112349,113632,115316,117039,115978,117033,115766,115970,0,0,0
450.28380@8.087,20825,20172,19131,23209,22096,23749,22856,22142,21477,0,0,0
450.82370@0.487,9483,9839,9559,8346,8246,7848,10515,10082,10254,0,0,0
451.09680@5.159,8234,7827,7920,28030,28104,26639,18842,18007,17802,0,0,0
451.13350@2.715,37218,40435,43936,36738,34210,34879,46611,42787,42251,0,0,0
451.13360@2.845,81538,82301,80687,68821,72844,71280,85588,80487,79251,0,0,0
451.15570@8.240,14344,9649,14510,11555,7426,11336,15563,14655,13457,21403,23597,9734
451.19280@4.736,10606,11102,11368,18002,19447,17934,15085,15197,14052,0,0,0
451.35580@11.380,15879,15975,15840,15456,15673,13638,17121,17343,17307,0,0,0
451.36060@8.205,2843,2635,2272,2289,2303,1916,2599,2709,2384,1775,555,742
451.45030@13.215,11555,11114,10634,9639,10672,10738,11399,10574,10369,10223,4072,10322
452.23380@8.404,6028,5650,5771,10204,9817,10211,8332,7948,7093,0,0,0
452.27900@8.618,5891,6620,6317,6976,6210,6685,7069,6588,7087,7766,8262,6966
452.29920@7.863,18233,18309,18444,15042,13782,15067,16817,16486,16710,0,0,0
452.32020@8.171,4983,4974,4971,5268,5002,5792,5877,4992,5422,5259,5267,3659
453.05750@2.770,7646,7345,7356,7931,7458,6654,7788,8400,7870,0,0,0
453.13030@8.182,67541,68240,73210,48131,52749,53182,65867,68294,65894,157467,10910,7809
453.13590@3.644,5378,5805,5364,5464,4947,4961,5478,6402,6321,0,0,0
453.16660@7.381,118590,119600,121162,127645,133665,126985,135256,131090,133415,246471,235,0
453.17160@4.785,17137,18146,18145,8679,7912,7280,14208,13775,13122,0,0,0
453.20760@3.923,10630,10396,10568,8759,8002,7695,8187,8206,9030,8454,3939,2728
453.26990@7.410,22788,21663,22178,15704,20008,19380,24082,21881,21889,30714,0,0
454.11300@2.806,5190,5866,6235,3160,2693,3223,5223,5258,5408,0,0,0
454.19130@0.749,28047,30185,30206,26687,28130,27853,30287,29107,30289,0,0,0
455.04580@9.431,1561,1640,1621,561,1028,750,1353,1564,1868,6480,5802,3664
455.09960@3.818,11426,11003,10808,12539,12500,12210,13290,11940,11810,0,0,0
455.11470@3.463,8901,8399,7874,6256,6072,5989,8714,7749,7219,0,0,0
455.11530@0.589,110458,120350,124049,152413,173416,172344,137721,129982,144095,0,0,0
455.12850@3.691,79972,79812,76997,63731,67014,63658,77495,74368,75196,0,0,0
455.22400@4.922,5776,5605,6133,10723,10228,10053,7499,7587,7582,0,0,0
455.22890@8.425,13843,13411,11973,24154,24377,22908,19565,15844,20879,0,0,0
455.23860@8.083,86108,89203,86456,100374,55220,101193,97253,93331,94809,0,0,0
455.23910@8.198,52234,49092,50197,55199,57685,53654,59740,56682,54799,0,0,0
455.28680@8.372,6500,5868,5944,4707,5177,5014,6191,5127,6392,7466,5299,6009
456.16150@3.337,13613,14276,14545,20241,21840,21202,18085,17989,18270,0,0,0
456.26160@9.118,4927,5198,5099,7459,8071,8085,6261,6277,4863,0,0,0
457.07280@3.405,102015,103071,103677,53334,52107,51439,90843,90515,92934,0,0,0
457.13270@3.075,11007,11255,10205,6201,6236,5744,9879,9098,8973,0,0,0
457.20560@5.161,15104,15434,13901,8188,8116,7404,12092,13031,11698,0,0,0
457.20610@5.098,33436,33206,31531,21887,20532,21431,31258,28868,30492,0,0,0
457.22740@8.206,16055,17117,16753,22629,21364,21960,20066,19242,19570,5994,4723,7300
457.25470@7.860,28790,29240,29963,22886,23466,22829,27978,28370,28130,0,0,0
458.16970@7.447,1766,1742,1870,2688,3016,3129,2297,2430,2300,3204,0,0
458.18580@0.614,32092,35631,37951,23480,27519,26781,31784,28951,33467,0,0,0
458.22260@9.390,20358,20633,19760,22593,21856,21390,22324,21059,21267,0,159,123
458.23070@8.239,22699,24928,22861,21138,23573,22755,25635,23213,23771,25319,9606,14905
458.23770@3.388,12567,11671,11235,10115,9337,9453,12623,11898,11532,0,0,0
458.30990@7.868,14402,15598,15048,25024,24880,24000,19275,18468,18811,0,0,0
459.16020@3.706,10777,10688,9898,9594,9171,9870,9659,12193,9975,0,0,0
459.18550@3.113,43982,42321,37041,46936,49654,41886,51510,45853,40944,0,0,0
459.22110@5.169,13327,12983,13084,16361,15286,15347,14704,14149,14163,0,0,0
459.27940@4.065,13503,14347,15349,9634,10161,9384,12892,13030,12223,16564,7373,5306
460.19250@3.113,97885,96744,95095,108994,108596,105397,111977,108132,104726,0,0,0
460.19360@7.871,41929,40898,40871,32081,31858,32187,40008,39000,40034,61071,37463,37106
460.20120@0.640,680454,723980,753573,454118,507661,497318,627526,607988,675471,0,0,0
460.23800@4.724,16406,15584,14591,121696,119436,119867,59191,55905,56847,0,0,0
460.26780@7.380,24863,26603,27232,32816,35289,31705,26089,27116,29676,37389,0,0
460.33240@10.875,2877,2936,2770,2358,3270,2896,3492,2567,3303,58753,33188,14341
461.19810@2.411,18146,16947,14910,14146,15278,11705,19894,17902,15424,0,0,0
461.21340@8.999,31080,32318,33582,24903,24917,26184,32650,31295,33723,35505,28357,34037
462.11380@3.863,11968,14603,11754,7716,7102,7353,13472,13551,9914,0,0,0
462.15830@4.128,4184,4025,3208,184,463,0,2194,1679,1776,0,0,0
462.23110@3.693,7050,7737,8113,7867,9046,6980,3789,4471,4815,0,0,0
462.94260@0.522,20674,21415,22054,25193,27035,26322,26363,25173,27233,0,0,0
463.06670@0.644,26155,31032,29740,33307,34842,33834,30088,37531,30183,1492,0,0
463.08630@3.091,23389,23927,22207,22941,23825,20518,24618,23193,22261,0,0,0
463.12210@4.391,16122,16289,15227,8493,8347,8242,14682,13234,13325,0,0,0
463.12930@9.376,13254,13600,19335,3115,4368,5213,11901,13928,15370,682,4591,5240
463.17100@8.609,30618,28865,30537,25640,27217,26179,27645,27366,31097,59195,138036,16823
463.22580@8.023,13452,13760,13217,22055,20568,21532,17195,16982,16305,0,0,0
463.24710@9.328,182133,179119,185062,162098,165384,167141,182623,171641,176920,217643,0,0
463.26450@7.869,15217,21478,16257,28703,29805,27720,20085,26353,20088,0,0,0
463.26560@7.674,8774,9127,8227,11997,11406,11885,11739,10909,10799,0,0,0
464.11000@10.522,36483,31949,28964,13343,36073,34546,17379,29827,30105,101479,132276,58107
464.17520@3.404,17025,18989,20301,11669,12305,11896,8911,10126,12590,0,0,0
464.19000@3.462,13532,14715,14891,9664,9832,10132,13175,12590,13318,0,0,0
464.22620@5.077,222923,218809,219134,60819,59815,60840,172107,168901,167918,0,0,0
464.40900@11.579,22930,24612,23694,28180,28851,27033,24370,25410,28037,31630,0,0
465.10050@4.883,32022,52352,53091,43543,42133,42223,49188,44395,46261,0,0,0
465.10150@4.150,757020,741929,750450,523242,523698,515079,679883,662262,651028,649,0,0
465.10180@4.367,1112283,1129521,1098760,915529,904982,899201,1103342,1069388,1045371,1210,0,0
465.10190@4.473,715464,722826,712624,610375,605750,585550,740825,725305,692263,233,0,0
465.10220@4.609,1758171,1784138,1763247,1540434,1533397,1504626,1789303,1747836,1716594,7418,0,0
465.14910@2.875,15924,16201,15930,10951,10728,11277,14973,15329,14937,0,0,0
465.14940@2.779,14712,14790,12976,8895,9118,8388,13395,12624,10803,0,0,0
465.15290@5.186,19984,17845,19261,20084,18522,18289,21424,21050,19713,0,0,0
465.16190@4.603,34045,33407,33059,21934,19479,18592,35743,33668,31007,0,0,0
465.21120@4.610,8542,8234,8268,261,229,851,8220,8320,7505,0,0,0
465.26280@4.608,12329,12283,12285,8814,8420,8010,13149,12087,11516,0,0,0
465.32840@12.451,37085,36720,37722,33350,18558,32425,36658,36293,25338,23132,4267,35604
465.34560@4.610,7536,7428,6347,5007,5141,4908,7663,7314,7242,0,0,0
465.39240@11.706,21060,21093,19175,22431,23993,23184,21849,22252,21573,22754,0,0
465.97340@4.360,2909,3628,2042,620,1670,1598,3323,2194,2553,0,0,0
466.00740@4.602,6356,6945,6325,4514,5008,4885,7347,7444,6225,0,0,0
466.11030@10.692,72425,73837,67311,64960,65168,67221,79255,77998,74769,420291,380290,286073
466.11040@10.407,23664,24490,23821,20266,20791,20779,25436,26819,24250,80115,167726,103335
467.00120@4.608,3712,3217,2918,2492,2584,2220,3760,2905,3006,0,0,0
467.10750@4.609,109870,113530,112553,90212,89300,89131,118750,107767,109771,0,0,0
467.10770@4.367,60009,61033,56608,47107,45501,46350,59100,56595,54195,0,0,0
467.15420@4.721,76550,77963,75478,48794,46521,47188,71915,69492,68205,0,0,0
468.10570@10.693,44378,43119,39024,34734,34919,40771,47697,61712,61621,224965,177302,140926
469.08450@3.735,19670,19001,18388,15779,16902,15682,18264,17956,17056,35135,0,0
469.13250@2.885,10331,10818,10129,8177,8759,8431,9854,9957,10251,0,0,0
469.14440@4.783,8239,8520,8831,4028,3965,3795,7671,6911,6738,0,0,0
469.16700@3.928,37874,38551,36084,24436,24475,24340,35013,33362,34785,0,0,0
469.26510@11.379,2663,3947,2930,5396,6620,3896,4549,6346,8273,14078,0,0
469.28930@10.140,103040,121229,118208,112475,98331,112487,121868,121976,100464,939,0,0
469.29450@7.375,12006,11284,12960,10386,9154,8840,11807,11215,11684,12376,9501,9607
470.10290@10.692,9134,9500,9694,8725,9508,7902,10586,11782,14615,49656,41986,40630
470.15060@3.124,5437,5855,5240,8488,8160,7897,6353,6999,6876,0,0,0
470.18560@0.777,27411,28026,29790,27100,28821,28223,28954,27341,29567,0,0,0
470.21910@4.429,7097,6586,7132,9225,9084,8558,8433,8815,8144,0,0,0
470.29650@10.371,27416,26538,25890,33496,34102,33510,30407,29279,28682,0,0,0
470.33470@6.771,11739,10904,11244,8517,9968,9073,11026,10237,9845,18334,0,0
471.08840@4.846,15054,15192,15613,38239,39732,36223,29573,26654,28451,0,0,0
471.10420@10.784,128512,86251,125731,126660,126584,127452,132635,128134,125811,270070,69201,99110
471.10480@10.408,129761,169630,129383,165293,116861,117751,127223,127718,171304,342885,497183,130759
471.21320@8.081,33775,33814,34591,37475,38118,37750,37469,35616,35827,0,0,0
471.27340@5.454,21320,20282,20514,18490,18012,17550,22050,20214,20567,31214,0,0
471.36060@11.547,3558,3905,3569,3615,3613,3803,3265,3446,3379,0,0,0
472.20140@0.652,165256,172836,179355,77121,83203,81590,130615,124401,135165,0,0,0
473.03690@3.405,2048,2314,2199,465,497,543,1833,1937,1902,0,0,0
473.10180@10.791,81069,80652,80321,81051,81320,77053,84664,81354,81083,69873,31516,65191
473.10260@10.408,77626,110899,120259,106187,81188,77770,51955,81911,83050,217519,308247,73061
473.19740@8.205,31809,31478,30954,40482,42156,40205,36245,36511,36835,0,0,0
473.22820@7.860,13543,13395,14437,10454,10435,10854,13253,12681,13391,0,0,0
473.27110@3.076,11005,10069,10680,15800,16166,16887,13655,12307,14090,0,0,0
474.17240@3.391,49140,48694,49821,56387,53716,55397,56286,54384,53937,0,0,0
474.20080@9.390,23112,23708,24209,25930,24057,24375,24939,24536,25424,3770,2871,2570
474.20900@8.240,109166,108153,110682,91589,94012,88175,111763,107216,104475,137737,99293,89819
474.21740@0.723,916551,959236,943007,668474,713031,686309,874339,819693,874821,0,0,0
474.35570@0.745,6172,12049,10682,10940,8763,7943,11989,11552,12441,0,0,0
475.17620@0.613,1397520,1465857,1480905,1208924,1287553,1237426,1396214,1352382,1490085,120,0,0
475.24920@9.609,16572,16174,16256,14819,13800,14575,16055,14798,14887,7662,0,0
476.08700@4.611,22789,23622,22257,20970,21612,19255,23940,23828,23936,0,0,0
476.11640@1.338,15315,13491,15137,26480,27104,26776,19726,19262,18768,0,0,0
476.17480@4.025,17307,17134,16755,40728,38355,37867,28121,26864,26218,0,0,0
476.25940@3.102,30416,30528,28835,34874,34668,33218,34460,32265,32668,0,0,0
476.30590@4.065,60435,62179,62197,38712,37142,36592,55231,54331,53805,86031,38335,28526
477.08810@0.634,4813,3648,5937,4911,6651,5055,7801,1772,6580,0,0,0
477.10120@5.175,6244,6117,7044,12569,12279,12276,9207,9604,9586,0,0,0
477.10210@4.859,58909,62397,59367,87534,86996,82582,79717,77429,73219,0,0,0
477.13800@4.641,24624,25543,23958,4108,4619,3792,17886,16192,15903,0,0,0
477.17460@2.411,17236,17691,15697,13927,14655,11867,18895,18557,15469,0,0,0
477.18640@8.978,27690,27715,28147,26779,25741,25958,27046,25636,27574,58725,141294,14915
477.27830@10.140,217031,216481,211673,203313,207400,200113,218927,212923,212935,111,0,0
477.29950@8.355,10276,18659,10245,9942,10853,9823,10088,9683,9383,11608,8560,9025
478.28580@10.371,53608,56153,51945,68819,66223,67545,60905,58306,58442,0,0,0
478.32310@6.771,30167,30258,30414,24316,24911,25510,28742,29695,28678,48705,0,0
479.11710@4.357,19350,18784,18029,15642,15664,15248,18909,18205,17847,0,0,0
479.11750@4.577,32856,32005,32065,22083,22020,20698,32384,29227,27969,0,0,0
479.16510@3.241,24105,22984,23079,21773,22073,21514,26189,24866,23846,0,0,0
479.16520@3.013,14588,13951,14742,13038,13029,13279,15174,14482,14379,0,0,0
479.16560@3.141,8602,8626,8954,7346,8047,7504,8351,8995,8338,0,0,0
479.18650@8.981,21404,21611,20676,19027,18915,19154,20699,19990,20673,27285,32540,14518
479.18890@8.247,6982,7471,8360,6162,4338,5508,7358,4858,6972,10909,7371,6159
479.21130@4.725,2418,2933,2414,20692,20680,20849,10579,9653,9878,0,0,0
479.21610@3.382,9592,10081,9555,7223,7751,8046,9046,9722,8878,0,0,0
479.23930@7.674,5993,5968,6317,7946,7957,8116,8489,7101,7566,0,0,0
479.23940@7.868,8109,8326,8975,11398,12991,11938,10896,10820,10579,0,0,0
479.27160@3.295,3185,3219,2907,3791,3486,3784,4080,3602,3268,0,0,0
479.29880@9.403,14240,14302,14168,10009,9540,9541,13091,13563,12528,0,0,0
480.10600@10.404,2621,2337,2687,2345,2002,2410,3208,2613,2347,4956,5576,3207
480.28160@9.740,154663,207340,210258,199683,197656,196290,210691,210330,206571,1354,189,258
480.29400@8.272,23696,24007,22936,30075,30149,29792,27838,25980,24641,482,333,147
481.09630@3.398,9966,9643,9860,11011,10200,11259,10971,11741,10752,0,0,0
481.09670@3.090,200574,198471,181933,190533,200253,174994,204422,197534,184418,0,0,0
481.10480@1.948,36030,37647,36353,45435,45543,42887,43894,41263,40202,0,0,0
481.12970@4.025,11636,11339,11879,31496,30532,30642,19579,20228,19306,0,0,0
481.26220@9.531,12915,11928,10910,11603,11965,11109,12137,12684,11779,0,0,0
481.28870@9.944,41612,40112,40161,40446,36408,38791,40813,41330,40152,0,0,0
482.19860@6.533,43188,43194,44980,45184,46958,46017,47779,47577,46350,0,0,0
482.25860@5.078,17848,17367,15687,26981,24772,25100,23965,22619,22765,0,0,0
482.29700@10.165,8387,8649,7658,9667,9713,10796,8956,8628,8039,0,0,0
482.29780@10.221,12182,12587,13983,15196,15610,14944,14705,15168,14894,0,0,0
482.31230@8.089,28834,29586,28230,22624,22641,23043,27258,25184,26073,2134,0,0
482.40390@8.757,23512,24094,24627,17587,19601,18818,22124,22369,21469,7493,4336,4188
483.04480@3.339,3141,3297,2573,2044,2008,1811,2873,2775,2723,0,0,0
483.10840@0.628,23552,25774,26115,23972,26327,27026,25406,24120,27508,0,0,0
484.07590@4.611,57739,59145,59195,55253,54539,52770,62803,62124,59458,0,0,0
484.10080@10.406,1268,1370,1201,1392,1290,889,1710,1872,1605,5233,344,10793
485.02780@7.178,4114,1074,2712,5322,4545,6304,4658,4880,3817,0,0,0
485.05540@3.740,1416,1630,1345,1384,1308,1044,1401,1467,1464,3147,0,0
485.11140@9.376,11700,11788,17573,2709,3257,4790,10408,12113,13996,870,5601,8866
485.14040@3.929,9679,9518,8991,5709,6124,5463,8852,7821,8177,0,0,0
485.16340@4.060,18008,17089,16493,9541,9391,8742,14347,13760,13962,0,0,0
485.26550@10.140,25014,25371,29648,28495,28574,26468,27687,30239,26308,0,0,0
485.28860@9.195,35313,35141,36261,33734,30902,33026,33125,26653,28020,33980,1972,2755
485.28910@9.040,377867,385645,382621,383891,387108,382158,354694,351522,358730,562058,117477,103709
485.34680@8.483,8306,6727,7609,8366,9064,7825,9980,8987,8316,10937,7166,4800
485.41040@7.170,21741,7487,6112,10066,14613,2644,16402,13393,17862,0,0,0
486.18050@0.733,29119,31406,32765,21420,23785,24466,29036,28416,29269,0,0,0
486.26730@6.886,19604,16269,15352,37326,34650,42267,27625,20811,35714,0,0,0
486.31040@6.761,3244,3281,3455,2680,2544,2588,3131,2954,3153,4490,0,0
487.06230@4.846,4878,5228,5255,11846,13140,10471,9219,9287,8618,0,0,0
487.08360@4.608,110490,111355,109372,86984,84301,84403,113297,112448,107417,5784,0,0
487.21240@5.077,45503,43889,43387,70058,69296,67851,61750,58526,59850,0,0,0
487.26840@7.765,24037,24801,24503,22268,22583,22912,24777,23743,24294,31064,0,0
487.27190@10.371,13616,14259,13713,17515,17958,17084,15187,14577,15110,0,0,0
487.35870@8.758,2967,2966,3391,2209,2269,2032,2631,2668,2863,1023,108,0
487.37520@11.707,3742,3954,3652,4691,4934,4091,4385,4291,3787,6722,0,501
488.22480@8.604,109020,107070,109234,86130,83746,85613,105304,103718,103708,156647,110765,107953
488.27060@9.734,443979,449253,438043,418917,421803,415246,451699,446115,443323,163,0,348
489.19160@0.599,31359,33297,32923,22768,24970,25240,27836,27671,30570,0,0,0
489.27810@9.944,76241,77223,75584,77170,75845,74141,77085,77113,79746,0,0,0
489.28350@7.682,44884,42315,41816,72036,71681,70555,50613,57729,54324,512,0,0
489.35520@7.965,20740,21422,21251,61302,64989,63976,37850,36565,37583,0,0,0
489.35570@8.747,75341,75697,75025,224237,227968,225281,135163,134433,132509,0,0,0
489.35580@9.722,17970,17847,18610,19931,20898,20391,20215,18622,17729,0,0,0
489.35660@10.622,26661,27682,24359,27156,27241,25904,28874,27530,26139,0,0,0
490.17620@0.625,72053,74943,79470,63736,70268,68699,72956,72181,78661,0,0,0
490.18280@8.235,1109,699,3811,1203,1663,6423,2639,2194,1252,4540,5930,171
490.22520@8.606,12068,11198,10293,3503,3191,3678,10782,5438,4442,14748,9561,8758
490.28500@10.166,16987,16053,15150,20291,19686,20568,20355,18486,17714,0,0,0
490.28580@10.223,27285,28405,28987,31424,30410,31466,30634,29528,30592,0,0,0
490.36070@9.721,5599,4703,6051,5417,5209,5154,6036,5102,6038,0,0,0
491.29900@7.348,33949,32995,34678,43893,45845,45541,38344,38292,39094,12767,12204,13870
491.37050@9.947,3589,3966,4103,7121,5767,5422,4466,4802,4796,0,0,0
492.06320@4.611,3841,3728,3022,3415,3013,3666,3842,3974,3567,0,0,0
492.17290@9.390,13566,14383,14125,15386,15186,15972,15823,15429,15401,0,0,0
492.17370@0.674,139068,142553,147379,124233,133653,131260,143882,137321,146480,0,0,0
492.19550@2.858,9729,9082,8066,7956,7700,7928,10304,9806,9963,0,0,0
493.09660@4.847,99846,103403,98630,61699,60751,57708,91183,90201,86440,0,0,0
493.09670@4.636,162970,163436,162680,103930,102801,99791,155186,147027,143480,0,0,0
493.14340@9.609,2720,2633,2841,2296,2449,2757,2946,2519,2663,5317,861,0
493.20300@2.857,18348,18397,16923,14681,15910,13793,19954,18405,16309,0,0,0
493.20440@8.618,8785,8004,8586,2577,6902,7213,8809,8202,3756,12215,8051,8082
493.26410@6.154,44825,44398,45150,33427,44229,37882,60254,61693,59740,0,0,0
494.09880@2.769,34753,35271,33970,29941,29508,29099,33353,33795,33665,0,0,0
494.15390@8.242,4799,7470,4677,6717,5301,4352,7610,7464,6350,11485,7551,6599
494.17000@9.390,8876,9074,8422,9911,9855,9248,9296,9223,8891,0,0,0
494.18570@3.755,9702,9636,10473,8413,8152,8374,10872,10302,9986,0,0,0
494.18870@8.985,14720,13938,14253,11611,11765,11838,14964,13955,14514,23847,14729,14785
494.27810@10.058,10527,9942,10746,5984,5862,6578,9116,8477,9025,0,0,0
494.95980@0.514,5199,5909,5840,4550,4917,4825,6014,5895,5883,0,0,0
495.23910@5.794,14733,15533,15815,20522,19621,19230,18810,19226,17516,0,0,0
495.26390@12.333,59793,60831,57372,48273,47700,45741,59210,57594,56089,58555,666,1474
496.05060@0.530,2474,3141,2445,2019,2491,1963,2891,2466,2608,0,0,0
496.25660@9.740,57261,56854,42822,59306,61354,59930,57807,60424,56238,0,0,0
496.30470@8.588,9822,10217,10144,9962,9680,9172,9766,11198,10140,11976,11620,10407
496.33890@7.982,43267,43633,47847,48481,49831,54275,51092,50853,52492,38509,150,138
497.10340@4.025,5669,6144,6038,18009,16935,17597,11268,10652,10871,0,0,0
497.30900@9.721,16151,15881,16447,16155,16166,15855,15362,14777,15313,0,0,0
497.30970@7.446,21467,22585,22360,24037,24332,24273,22528,23314,22888,0,0,0
497.31010@10.622,42765,42852,43147,42582,41352,41779,43412,42645,42161,521,301,130
497.31050@6.911,11350,10848,11038,11529,10537,11193,11481,10776,11313,0,0,0
497.32420@10.557,16728,16028,15644,12264,13005,12143,15364,15543,14596,1127,0,0
498.08130@10.405,6256,5178,5644,4980,5223,5071,6057,5940,5836,20439,14291,24071
498.08180@9.431,1795,1666,1823,1009,1067,1096,1667,1808,1624,4667,3809,4509
498.12180@3.091,7873,8047,6867,6764,6705,6400,7867,7960,7455,0,0,0
498.14990@1.366,20092,50254,28693,56600,64653,13087,49130,19005,54396,164728,0,0
498.26410@9.944,18912,18688,19404,17774,19097,16071,20418,20645,19812,0,0,0
498.93160@0.540,2320,2218,2217,1355,1547,2070,1787,2386,1701,0,0,0
499.07980@10.406,2492,2433,2883,2247,1886,2100,2244,2277,2163,12581,24682,7319
499.28980@4.552,9231,9345,8808,5766,5616,5551,7933,8431,7649,26976,0,0
499.31330@8.336,19050,19830,20576,17769,17438,18365,19913,17619,17721,19943,6521,11795
500.07870@10.405,3799,3371,3588,3078,2532,2883,4244,3587,3430,14456,13614,12850
500.13710@9.435,24199,23592,24176,25695,26246,24786,27015,25567,26020,26149,21164,22144
500.40860@12.762,3965,4524,4084,3557,3552,3567,3923,3834,4206,3746,0,0
501.03400@0.581,2727,3584,3556,2335,1977,2600,3312,3314,3269,0,0,0
501.08480@9.378,4716,4986,7075,841,1204,1754,3879,5144,6079,316,3889,5747
501.12690@3.692,12826,12539,11758,11547,11319,10915,13908,13175,12839,0,0,0
501.35630@8.834,7343,7145,6932,8406,8481,8805,8184,8067,7676,0,0,0
501.37500@9.209,2653,2567,2788,1643,1777,1479,2351,1947,2231,1515,1013,942
502.21150@0.799,572561,604001,384879,357998,376780,218440,511122,492095,518292,0,0,0
502.24050@9.610,9229,9297,8834,7955,7811,7348,8973,8481,8252,13010,2629,4615
502.24070@8.978,90715,94277,106200,75630,73374,74915,88622,89385,86413,134491,87834,95649
502.24940@3.615,3773,3548,3671,4994,5345,5247,4405,4330,3911,0,0,0
502.26770@10.059,24686,23687,23010,14272,14691,13331,21216,21154,19892,0,0,0
502.28510@10.105,13615,11766,11291,10711,11765,10124,12767,12870,11529,0,0,0
502.31550@9.040,246230,250042,248900,252422,256744,247646,239441,236076,233509,341063,76253,70849
503.05740@4.609,38195,38412,36954,30251,28723,30648,38960,38632,37162,1127,0,0
503.17130@0.839,225921,239029,233769,149944,185272,193028,215280,211001,219668,0,0,0
503.18510@5.077,24460,23175,24805,38430,35858,36036,31869,30332,31514,0,0,0
503.18960@4.530,121846,122220,121388,87455,88093,87737,113412,110783,111792,0,0,0
503.19040@4.776,60124,61165,60163,53403,53826,50236,61672,59934,58510,0,0,0
503.21250@3.453,18781,17466,17725,22056,22914,22133,21550,20730,19358,0,0,0
503.28030@10.195,11135,10701,10801,7563,7409,7594,9707,9864,9533,10116,0,0
503.30590@4.202,9371,9286,8727,4568,3909,4076,7422,7146,6506,12877,5669,4592
503.37190@10.622,41720,40440,39493,39999,38977,38951,43289,43215,40166,1094,109,1000
503.37210@9.721,20447,20814,19274,19476,20878,20482,22658,20011,20412,565,191,123
503.37550@11.159,10846,11386,10162,8765,9620,9048,10688,10493,9198,26087,2030,1115
504.18240@3.241,21730,21902,22051,11950,11717,12120,20734,19526,20264,0,0,0
504.19730@8.617,1829,1953,3387,3024,2719,2833,2177,2283,1701,6964,17405,821
504.35890@11.151,22083,22506,22082,18959,17977,18825,21036,18929,19756,0,0,0
506.00380@7.718,9934,12155,11152,9172,8258,11181,11265,11659,13010,35472,37468,23640
506.19730@8.611,12145,11576,12641,9467,9889,9341,11618,12277,8198,14345,12172,9578
506.23350@2.586,36470,37159,35584,29041,31112,29330,36570,34447,35793,0,0,0
506.33290@8.812,7487,6558,7457,7978,8667,8339,8180,7805,7790,0,0,0
507.09140@5.328,1049,1077,1151,883,1210,969,1318,992,1296,3923,0,0
507.22110@8.980,7839,7983,9579,6087,7918,6575,9876,9472,4813,11165,6734,6463
507.27070@9.041,55075,56426,55740,56274,59109,55592,52994,52622,52654,77816,14656,16399
507.31510@5.331,27332,27906,29564,9540,9071,9287,20701,19660,21281,0,0,0
507.36650@8.748,28237,29539,29594,88558,90296,88340,52954,53328,52416,0,0,0
508.11040@3.063,21599,22684,22887,10959,10976,10380,19532,19518,19472,0,0,0
508.11930@1.337,13404,13972,14575,23638,25941,23168,18607,18443,18544,0,0,0
